run_id	round_no	started_at	finished_at	status	source_snapshot_at	failure_reason
ym-migration-r1-20260902T105712Z	1	2026-09-02 18:57:26	2026-09-02 18:58:41	DONE_SOURCE_ISSUES	2026-09-02 18:57:26	NULL
