run_id	round_no	started_at	finished_at	status	source_snapshot_at	failure_reason
ym-migration-r1-20260902T131243Z	1	2026-09-02 21:12:55	2026-09-02 21:14:12	DONE_SOURCE_ISSUES	2026-09-02 21:12:55	NULL
