run_id	round_no	started_at	finished_at	status	source_snapshot_at	failure_reason
ym-migration-r1-20260902T131046Z	1	2026-09-02 21:11:02	2026-09-02 21:12:19	DONE_SOURCE_ISSUES	2026-09-02 21:11:02	NULL
