run_id	round_no	started_at	finished_at	status	source_snapshot_at	failure_reason
ym-migration-r1-20260902T104824Z	1	2026-09-02 18:48:39	2026-09-02 18:49:35	SUCCEEDED	2026-09-02 18:48:39	NULL
