run_id	round_no	started_at	finished_at	status	source_snapshot_at	failure_reason
ym-migration-r2-20260902T115239Z	2	2026-09-02 19:52:51	2026-09-02 19:54:07	DONE_SOURCE_ISSUES	2026-09-02 19:52:51	NULL
