run_id	round_no	started_at	finished_at	status	source_snapshot_at	failure_reason
ym-migration-r2-20260902T131425Z	2	2026-09-02 21:14:36	2026-09-02 21:15:53	DONE_SOURCE_ISSUES	2026-09-02 21:14:36	NULL
