run_id	round_no	started_at	finished_at	status	source_snapshot_at	failure_reason
ym-migration-r2-20260902T105859Z	2	2026-09-02 18:59:11	2026-09-02 19:00:25	DONE_SOURCE_ISSUES	2026-09-02 18:59:11	NULL
