run_id	round_no	started_at	finished_at	status	source_snapshot_at	failure_reason
ym-migration-r1-20260902T105246Z	1	2026-09-02 18:52:58	2026-09-02 18:53:55	DONE_SOURCE_ISSUES	2026-09-02 18:52:58	NULL
